name_with_owner,name,date,release_date,release_name,release_url
apache/couchdb-documentation,3.2.1-1,2022-01-31 16:39:34+00:00,2022-01-31 16:39:34+00:00,3.2.1-1,https://github.com/apache/couchdb-documentation/releases/tag/3.2.1-1
apache/tiles,tiles-parent-3.0.8,2017-11-07 11:14:15+00:00,,,
apache/infrastructure-pelican,,,,,
apache/template-site,,,,,
apache/incubator-pegasus-website,,,,,
apache/cordova-coho,1.0.1,2018-06-20 14:02:11+00:00,,,
apache/incubator-retired-quickstep,v0.1.0,2017-03-19 22:39:59+00:00,,,
apache/tuscany-sca-cpp,native-sca-1.0.incubating-M3,2009-11-16 06:44:01+00:00,,,
apache/tuscany-sdo,1.1.1,2009-11-10 19:20:12+00:00,,,
apache/qpid-cpp,1.39.0,2018-10-21 22:43:10+00:00,,,
apache/fineract-cn-office,0.0.1-M.1,2019-08-20 13:31:11+00:00,,,
apache/apisix-dashboard-built,,,,,
apache/maven-assembly-plugin,maven-assembly-plugin-3.3.0,2020-04-27 17:26:41+00:00,,,
apache/pinot-site,,,,,
apache/mynewt-site,,,,,
apache/cloudstack-www,,,,,
apache/cordova-plugman,3.0.1,2019-04-11 06:52:28+00:00,,,
apache/mynewt-newt,mynewt_1_9_0_tag,2021-03-24 16:04:36+00:00,,,
apache/jmeter-site,,,,,
apache/camel-karaf-examples,camel-karaf-examples-3.9.0,2021-03-30 06:06:20+00:00,,,
apache/incubator-shenyu-nginx,,,,,
apache/cayenne-website,,,,,
apache/predictionio-sdk-php,v0.13.0,2018-09-13 22:37:18+00:00,,,
apache/ozone-site,,,,,
apache/xalan-j,xalan-j_2_7_2,2015-08-11 17:22:56+00:00,,,
apache/commons-functor,FUNCTOR_1_0_RC1,2011-10-20 17:20:12+00:00,,,
apache/sling-org-apache-sling-event,org.apache.sling.event-4.2.24,2021-08-11 09:39:09+00:00,,,
apache/incubator-nlpcraft-ui,,,,,
apache/fineract-cn-fims-e2e,,,,,
apache/openwhisk-package-deploy,,,,,
apache/openwhisk-utilities,,,,,
apache/incubator-ariatosca-website,,,,,
apache/openwhisk-test,,,,,
apache/openwhisk-debugger,,,,,
apache/openwhisk-package-alarms,2.3.0,2021-08-23 01:10:47+00:00,2021-08-31 13:16:00+00:00,2.3.0,https://github.com/apache/openwhisk-package-alarms/releases/tag/2.3.0
apache/openwhisk-external-resources,,,,,
apache/incubator-ariatosca,0.1.1,2017-07-10 15:02:59+00:00,,,
apache/openwhisk-tutorial,,,,,
apache/openwhisk-website,,,,,
apache/openwhisk-catalog,1.0.0,2021-06-11 00:53:28+00:00,2021-06-17 01:55:07+00:00,1.0.0,https://github.com/apache/openwhisk-catalog/releases/tag/1.0.0
apache/airavata-site,,,,,
apache/airavata-php-gateway,,,,,
apache/airavata-sandbox,,,,,
apache/couchdb-fabric,,,,,
apache/couchdb-couch-httpd,,,,,
apache/couchdb-chttpd,,,,,
apache/httpd-docs-build,,,,,
apache/jmeter-site-preview,,,,,
apache/olingo-odata3-js,,,,,
apache/olingo-odata4-js,4.0.0,2015-04-09 07:54:30+00:00,,,
apache/drat,release-1.0-rc2,2019-10-05 23:17:38+00:00,,,
apache/manifoldcf-integration-sharepoint-2010,release-0.4,2013-12-08 18:12:34+00:00,,,
apache/flex-utilities,apache-flex-sdk-converter-1.0.0-rc2,2019-11-16 13:16:46+00:00,,,
apache/cordova-plugin-dialogs,2.0.2,2019-06-18 15:13:53+00:00,,,
apache/daffodil-site,,,,,
apache/predictionio-sdk-java,v0.13.0,2018-09-13 22:50:12+00:00,,,
apache/tomee-release-tools,,,,,
apache/kibble-1,,,,,
apache/httpcomponents-website,,,,,
apache/deltacloud,release-1.1.3,2013-04-17 09:23:19+00:00,,,
apache/sling-org-apache-sling-karaf-features,,,,,
apache/sling-org-apache-sling-karaf-distribution,,,,,
apache/sling-org-apache-sling-karaf-integration-tests,,,,,
apache/sling-org-apache-sling-karaf-launchpad-oak-tar-integration-tests,,,,,
apache/apex-core,v3.7.0,,,,
apache/openwhisk-runtime-java,8@1.17.0,2021-08-04 13:48:54+00:00,2021-08-11 15:22:01+00:00,1.17.0,https://github.com/apache/openwhisk-runtime-java/releases/tag/8%401.17.0
apache/ant-ivy,rel/2.5.0,2019-10-20 05:10:52+00:00,,,
apache/cordova-plugin-test-framework,1.1.6,2017-11-06 22:37:46+00:00,,,
apache/lucy,rel/v0.6.2,2018-02-20 15:46:25+00:00,,,
apache/maven-wagon,wagon-3.5.1,2021-12-22 22:48:29+00:00,,,
apache/roller-website,,,,,
apache/maven-filtering,maven-filtering-3.2.0,2020-08-05 15:15:16+00:00,,,
apache/apex-malhar,v3.8.0,,,,
apache/sling-org-apache-sling-testing-clients,org.apache.sling.testing.clients-3.0.12,2022-02-09 13:26:31+00:00,,,
apache/joshua,apache-joshua-6.2,2019-12-06 08:07:17+00:00,,,
apache/incubator-ponymail,0.11,2019-03-11 09:46:51+00:00,,,
apache/couchdb-nmo,v1.2.2,2016-02-08 14:48:12+00:00,,,
apache/wicket-site,,,,,
apache/flink-statefun-docker,,,,,
apache/jspwiki-site,site-default-1.0.0,2017-06-26 18:45:00+00:00,,,
apache/turbine-build,,,,,
apache/openwhisk-workshop,,,,,
apache/trafodion,rel/2.4.0,2020-05-18 01:00:49+00:00,,,
apache/fineract-cn-deposit-account-management,0.0.1-M.1,2019-06-03 19:46:41+00:00,,,
apache/incubator-retired-iota,,,,,
apache/incubator-retired-mrql,MRQL-0.9.6-incubating-RC1,2016-02-22 20:03:24+00:00,,,
apache/chemistry-opencmis,chemistry-opencmis-1.1.0,2017-04-05 13:23:20+00:00,,,
apache/mynewt-artifact,v0.0.24,2021-11-01 18:41:42+00:00,,,
apache/couchdb-mango,,,,,
apache/couchdb-couch,,,,,
apache/james-jspf,apache-jspf-project-1.0.1,2016-10-11 13:42:44+00:00,,,
apache/james-jdkim,apache-jdkim-project-0.2,2011-07-25 17:18:27+00:00,,,
apache/karaf-cellar,cellar-4.2.1,2020-08-17 07:41:37+00:00,,,
apache/activemq-website,,,,,
apache/sling-org-apache-sling-launchpad-testing,org.apache.sling.launchpad.testing-11,2018-10-19 15:17:56+00:00,,,
apache/accumulo-bsp,,,,,
apache/sling-org-apache-sling-models-impl,org.apache.sling.models.impl-1.5.0,2021-12-07 08:13:59+00:00,,,
apache/incubator-marvin,,,,,
apache/lucene-site,,,,,
apache/openwhisk-slackinvite,,,,,
apache/cordova-osx,6.0.0,2020-06-15 16:19:49+00:00,,,
apache/sling-org-apache-sling-resourceresolver,org.apache.sling.resourceresolver-1.8.4,2022-02-09 05:57:24+00:00,,,
apache/cordova-plugin-globalization,1.11.0,2018-04-13 00:06:22+00:00,,,
apache/httpd-site,,,,,
apache/incubator-milagro-tls,,,,,
apache/incubator-milagro-mfa-server,1.0.0,2016-05-05 15:19:22+00:00,,,
apache/incubator-milagro-crypto,1.0.1,2016-11-25 10:44:41+00:00,,,
apache/felix,1.0.0,2020-02-24 22:14:13+00:00,,,
apache/cayenne-modeler,,,,,
apache/maven-jenkins-lib,,,,,
apache/cordova-tizen,2.6.0rc1,2013-03-21 22:25:38+00:00,,,
apache/archiva-site,,,,,
apache/ws-parent,ws-parent-3,2018-10-23 14:21:52+00:00,,,
apache/pulsar-presto,,,,,
apache/axis-axis2-java-rampart,v1.7.1,2017-07-30 22:32:38+00:00,,,
apache/ws-neethi,neethi-3.2.0,2021-09-14 18:34:28+00:00,,,
apache/openwhisk-runtime-nodejs,nodejs14Action@1.19.0,2021-08-05 17:14:04+00:00,2021-08-12 00:55:35+00:00,1.19.0,https://github.com/apache/openwhisk-runtime-nodejs/releases/tag/nodejs14Action%401.19.0
apache/cxf-fediz,fediz-1.6.0,2022-02-08 16:11:41+00:00,,,
apache/cxf-dosgi,cxf-dosgi-2.3.0,2017-09-23 08:32:39+00:00,,,
apache/santuario-java,xmlsec-2.1.5,2020-03-10 10:31:09+00:00,,,
apache/ode,APACHE_ODE_1.3.8,2018-03-15 05:06:34+00:00,,,
apache/cocoon,cocoon-2.1,2020-07-17 18:03:32+00:00,,,
apache/oltu,org.apache.oltu.oauth2.jwt-1.0.3,2017-02-08 09:24:36+00:00,,,
apache/rya,rel/rya-4.0.1,2020-12-16 19:22:00+00:00,,,
apache/archiva-jenkins-lib,,,,,
apache/velocity-site,,,,,
apache/airflow-on-k8s-operator,,,,,
apache/predictionio-sdk-ruby,v0.12.1,2017-10-26 05:05:56+00:00,,,
apache/jclouds-labs-aws,rel/jclouds-labs-aws-2.4.0,2021-09-04 10:58:31+00:00,,,
apache/bahir,v2.4.0,2019-09-13 16:43:52+00:00,,,
apache/sling-org-apache-sling-distribution-core,org.apache.sling.distribution.core-0.4.8,2021-12-17 16:04:27+00:00,,,
apache/hbase-thirdparty,rel/4.0.1,2021-12-17 14:12:19+00:00,,,
apache/sling-org-apache-sling-karaf-configs,,,,,
apache/brooklyn-library,rel/apache-brooklyn-1.0.0,,,,
apache/incubator-spot,v1.0-incubating,2017-07-24 21:45:57+00:00,,,
apache/sling-org-apache-sling-caconfig-bnd-plugin,org.apache.sling.caconfig.bnd-plugin-1.0.2,2016-12-13 11:47:44+00:00,,,
apache/james-mime4j,apache-mime4j-project-0.8.6,2021-09-17 10:37:37+00:00,,,
apache/sling-org-apache-sling-feature-cpconverter,org.apache.sling.feature.cpconverter-1.1.10,2021-09-03 08:57:10+00:00,,,
apache/sling-jspc-maven-plugin,jspc-maven-plugin-2.3.2,2021-12-16 14:07:48+00:00,,,
apache/sling-scriptingbundle-maven-plugin,scriptingbundle-maven-plugin-0.5.2,2021-12-16 14:04:38+00:00,,,
apache/sling-org-apache-sling-scripting-core,org.apache.sling.scripting.core-2.4.4,2022-02-09 13:57:28+00:00,,,
apache/sling-org-apache-sling-servlets-resolver,org.apache.sling.servlets.resolver-2.9.2,2021-12-16 13:58:34+00:00,,,
apache/sling-org-apache-sling-launchpad-base,org.apache.sling.launchpad.base-7.0.3-2.7.6,2021-12-16 13:56:46+00:00,,,
apache/hcatalog,release-0.5.0,2013-02-13 18:16:13+00:00,,,
apache/sling-org-apache-sling-commons-johnzon,org.apache.sling.commons.johnzon-1.2.14,2021-12-16 13:49:45+00:00,,,
apache/rocketmq-site,,,,,
apache/sling-org-apache-sling-jcr-contentloader,org.apache.sling.jcr.contentloader-2.5.0,2021-12-16 08:33:43+00:00,,,
apache/cordova-lib,11.0.0,2021-12-14 03:19:14+00:00,,,
apache/cassandra-dtest,,,,,
apache/arrow-experiments,,,,,
apache/cloudstack-kubernetes-provider,v1.0.0,2021-08-04 04:19:32+00:00,2021-08-04 11:00:00+00:00,v1.0.0,https://github.com/apache/cloudstack-kubernetes-provider/releases/tag/v1.0.0
apache/geode-benchmarks,rel/v1.14.3,2022-01-11 00:13:27+00:00,,,
apache/sling-org-apache-sling-commons-metrics-rrd4j,org.apache.sling.commons.metrics-rrd4j-1.0.4,2020-04-20 12:20:40+00:00,,,
apache/sling-org-apache-sling-models-integration-tests,,,,,
apache/airavata-django-portal,,,,,
apache/geode-site,,,,,
apache/sling-org-apache-sling-commons-log-webconsole,org.apache.sling.commons.log.webconsole-1.0.0,2016-10-20 10:09:48+00:00,,,
apache/turbine-site,,,,,
apache/sling-org-apache-sling-feature-extension-apiregions,org.apache.sling.feature.extension.apiregions-1.5.0,2022-01-24 08:27:01+00:00,,,
apache/sling-org-apache-sling-scripting-sightly-repl,org.apache.sling.scripting.sightly.repl-1.0.10,2021-12-15 08:20:08+00:00,,,
apache/dubbo-serialization-gson,,,,,
apache/pulsar-client-node,v1.5.0,2021-12-14 06:40:00+00:00,2021-12-20 06:50:43+00:00,,https://github.com/apache/pulsar-client-node/releases/tag/v1.5.0
apache/juddi,juddi-3.3.10,2021-06-22 22:52:21+00:00,,,
apache/sling-feature-launcher-maven-plugin,feature-launcher-maven-plugin-0.1.2,2021-12-14 23:22:52+00:00,,,
apache/geode-kafka-connector,rel/v1.1.0,2021-12-14 18:36:14+00:00,2021-12-14 18:36:14+00:00,v1.1.0,https://github.com/apache/geode-kafka-connector/releases/tag/rel%2Fv1.1.0
apache/sling-org-apache-sling-models-jacksonexporter,org.apache.sling.models.jacksonexporter-1.1.2,2021-12-14 16:40:44+00:00,,,
apache/maven-jdeps-plugin,maven-jdeps-plugin-3.1.2,2019-06-12 13:12:38+00:00,,,
apache/incubator-yunikorn-scheduler-interface,v0.12.2,2022-01-12 17:15:47+00:00,2022-02-03 21:21:16+00:00,Apache YuniKorn (Incubating) v0.12.2,https://github.com/apache/incubator-yunikorn-scheduler-interface/releases/tag/v0.12.2
apache/maven-install-plugin,maven-install-plugin-3.0.0-M1,2018-09-23 17:26:42+00:00,,,
apache/maven-reporting-api,maven-reporting-api-3.1.0,2022-02-01 20:51:55+00:00,,,
apache/asterixdb-site,,,,,
apache/accumulo-examples,,,,,
apache/incubator-yunikorn-release,v0.12.2,2022-01-26 17:59:13+00:00,2022-02-03 21:27:08+00:00,Apache YuniKorn (Incubating) v0.12.2,https://github.com/apache/incubator-yunikorn-release/releases/tag/v0.12.2
apache/uima-uimaj,rel/uima-2.11.0,2021-06-09 12:28:30+00:00,,,
apache/joshua-site,,,,,
apache/uima-ruta,rel/ruta-3.1.0,2021-05-12 14:43:05+00:00,,,
apache/fineract-credit-scorecard,,,,,
apache/logging-log4j-audit,log4j-audit-1.0.1-rc1,2018-12-02 23:40:14+00:00,,,
apache/directory-fortress-commander,2.0.7,2021-12-12 06:04:40+00:00,,,
apache/directory-fortress-enmasse,2.0.7,2021-12-12 05:57:51+00:00,,,
apache/directory-fortress-realm,2.0.7,2021-12-12 04:20:03+00:00,,,
apache/maven-jmod-plugin,maven-jmod-plugin-3.0.0-alpha-1,2017-09-17 11:29:10+00:00,,,
apache/maven-jdeprscan-plugin,maven-jdeprscan-plugin-3.0.0-alpha-1,2017-11-12 15:04:53+00:00,,,
apache/aries-jax-rs-whiteboard,org.apache.aries.jax.rs-2.0.1,2021-08-24 16:00:02+00:00,,,
apache/datafu,release-1.6.1-rc0,2021-10-07 19:38:44+00:00,,,
apache/httpcomponents-stylecheck,rel/v2,2017-10-22 11:00:06+00:00,,,
apache/httpcomponents-parent,12-RC1,2020-09-03 07:54:03+00:00,,,
apache/sling-org-apache-sling-testing-sling-mock,org.apache.sling.testing.sling-mock.reactor-3.2.2,2021-12-02 20:14:05+00:00,,,
apache/ignite-teamcity-bot,,,,,
apache/airavata-django-portal-sdk,v1.3.0,2021-12-09 21:53:06+00:00,,,
apache/sling-org-apache-sling-servlets-post,org.apache.sling.servlets.post-2.5.0,2021-11-09 09:16:12+00:00,,,
apache/sling-org-apache-sling-feature-analyser,org.apache.sling.feature.analyser-1.6.0,2022-01-24 08:17:22+00:00,,,
apache/cordova-apache-board-reports,,,,,
apache/unomi-site,,,,,
apache/sling-org-apache-sling-starter-content,org.apache.sling.starter.content-1.0.10,2021-12-08 14:54:22+00:00,,,
apache/echarts-bar-racing,,,,,
apache/cordova-paramedic,0.5.0,2015-11-03 07:47:42+00:00,,,
apache/maven-jenkins-env,,,,,
apache/fluo-website,,,,,
apache/sling-org-apache-sling-testing-osgi-mock,org.apache.sling.testing.osgi-mock.reactor-3.2.2,2021-12-07 16:05:41+00:00,,,
apache/bahir-website,,,,,
apache/cloudstack-terraform-provider,v0.4.0,2022-01-18 06:28:47+00:00,2022-01-18 06:28:47+00:00,v0.4.0,https://github.com/apache/cloudstack-terraform-provider/releases/tag/v0.4.0
apache/sling-org-apache-sling-testing-sling-mock-oak,org.apache.sling.testing.sling-mock-oak-3.1.2-1.40.0,2021-12-07 10:09:38+00:00,,,
apache/maven-scripting-plugin,maven-scripting-plugin-3.0.0,2021-02-24 19:52:09+00:00,,,
apache/gora,apache-gora-0.9,2019-08-12 17:25:32+00:00,,,
apache/sling-org-apache-sling-models-validation-impl,org.apache.sling.models.validation-impl-1.1.0,2021-12-07 08:24:25+00:00,,,
apache/sling-org-apache-sling-models-api,org.apache.sling.models.api-1.4.0,2021-12-07 08:09:38+00:00,,,
apache/cassandra-accord,,,,,
apache/maven-remote-resources-plugin,maven-remote-resources-plugin-1.7.0,2020-01-18 20:50:05+00:00,,,
apache/streams,streams-project-0.6.1,2020-03-14 18:58:05+00:00,,,
apache/cordova-create,4.0.0,2021-11-30 02:48:19+00:00,,,
apache/incubator-sdap-ingester,0.1.6,2021-05-14 20:58:27+00:00,,,
apache/commons-chain,CHAIN_1_2,2008-06-01 17:31:54+00:00,,,
apache/sling-org-apache-sling-commons-metrics,org.apache.sling.commons.metrics-1.2.10,2022-01-24 15:34:43+00:00,,,
apache/incubator-yunikorn-web,v0.12.2,2022-01-12 17:21:19+00:00,2022-02-03 21:25:49+00:00,Apache YuniKorn (Incubating) v0.12.2,https://github.com/apache/incubator-yunikorn-web/releases/tag/v0.12.2
apache/shardingsphere-benchmark,,,,,
apache/pulsar-translation,,,,,
apache/ftpserver,1.0.6,2011-07-08 20:03:24+00:00,,,
apache/infrastructure-github-code-syncer,,,,,
apache/nifi-maven,rel/nifi-nar-maven-plugin-1.3.3,2021-11-30 19:56:29+00:00,,,
apache/sling-org-apache-sling-validation-core,org.apache.sling.validation.core-1.0.4,2017-12-17 11:54:18+00:00,,,
apache/sling-org-apache-sling-testing-resourceresolver-mock,org.apache.sling.testing.resourceresolver-mock-1.2.4,2021-12-02 20:10:15+00:00,,,
apache/sling-org-apache-sling-validation-examples,,,,,
apache/ozone-docker-runner,20220212-1,2022-02-11 21:19:09+00:00,,,
apache/sling-org-apache-sling-validation-test-services,org.apache.sling.validation.test-services-1.0.4,2017-12-17 11:45:11+00:00,,,
apache/sling-org-apache-sling-validation-api,org.apache.sling.validation.api-1.0.0,2017-04-05 13:27:34+00:00,,,
apache/incubator-marvin-website,,,,,
apache/velocity-tools,3.1,2021-02-27 20:18:52+00:00,,,
apache/maven-common-artifact-filters,maven-common-artifact-filters-3.2.0,2021-02-14 00:03:44+00:00,,,
apache/infrastructure-otp,,,,,
apache/singa-doc,3.1.0.rc1,2020-09-28 09:33:20+00:00,,,
apache/singa-site,3.0.0,2020-04-19 16:05:39+00:00,,,
apache/sling-org-apache-sling-superimposing,org.apache.sling.superimposing-0.2.0,2014-09-29 20:57:37+00:00,,,
apache/sling-org-apache-sling-testing-jcr-mock,org.apache.sling.testing.jcr-mock-1.5.4,2021-08-30 16:47:07+00:00,,,
apache/skywalking-banyandb-java-client,,,,,
apache/cordova-plugin-device-motion,2.0.1,2018-04-13 19:37:11+00:00,,,
apache/incubator-retired-amaterasu,version-0.2.0-incubating-rc4,2018-06-23 00:46:12+00:00,2018-06-23 00:46:12+00:00,,https://github.com/apache/incubator-retired-amaterasu/releases/tag/version-0.2.0-incubating-rc4
apache/incubator-taverna-common-activities,apache-retire-2020-03-12,2019-05-22 10:20:45+00:00,,,
apache/myfaces-trinidad-maven,maven-plugin-parent-2.0.8,2013-11-04 18:56:53+00:00,,,
apache/maven-fluido-skin,maven-fluido-skin-1.10.0,2021-11-27 17:27:00+00:00,,,
apache/maven-pmd-plugin,maven-pmd-plugin-3.16.0,2022-02-05 09:46:50+00:00,,,
apache/nutch-site,,,,,
apache/sling-org-apache-sling-installer-provider-file,org.apache.sling.installer.provider.file-1.3.4,2021-11-26 08:51:28+00:00,,,
apache/openoffice-externals,,,,,
apache/sling-org-apache-sling-pipes,org.apache.sling.pipes-4.3.2,2021-11-25 15:11:43+00:00,,,
apache/incubator-crail-website,,,,,
apache/tomee-patch-plugin,tomee-patch-parent-0.8,2022-01-17 19:14:03+00:00,,,
apache/ws-xmlschema,xmlschema-2.3.0,2021-09-14 18:40:44+00:00,,,
apache/ddlutils,1.0,2007-06-28 04:56:19+00:00,,,
apache/phoenix-queryserver,python-phoenixdb-1.1.0,2021-08-18 15:11:45+00:00,,,
apache/infrastructure-github-event-notifier,,,,,
apache/fluo-uno,,,,,
apache/xalan-c,Xalan-C_1_12_0,2020-06-07 09:17:25+00:00,2020-06-07 09:20:09+00:00,Xalan-C++ 1.12.0,https://github.com/apache/xalan-c/releases/tag/Xalan-C_1_12_0
apache/infrastructure-pypubsub-ldap,,,,,
apache/sling-org-apache-sling-scripting-bundle-tracker-it,org.apache.sling.scripting.bundle.tracker.it-0.1.0,2019-08-28 13:24:46+00:00,,,
apache/yetus-test-patch-action,0.13.0,2020-12-06 05:34:52+00:00,2020-12-06 05:34:52+00:00,0.13.0,https://github.com/apache/yetus-test-patch-action/releases/tag/0.13.0
apache/incubator-milagro,,,,,
apache/maven-resolver-ant-tasks,maven-resolver-ant-tasks-1.4.0,2021-11-20 20:25:37+00:00,,,
apache/sling-org-apache-sling-launchpad-test-services,org.apache.sling.launchpad.test-services-2.0.16,2018-10-19 14:59:12+00:00,,,
apache/trafficserver-site,,,,,
apache/pulsar-release,,,,,
apache/couchdb-pkg,2.0.0,2017-05-06 07:44:02+00:00,,,
apache/couchdb-b64url,1.0.2,2019-02-23 03:57:37+00:00,,,
apache/sling-org-apache-sling-discovery-standalone,org.apache.sling.discovery.standalone-1.0.2,2015-12-29 13:37:04+00:00,,,
apache/pulsar-client-ruby,,,,,
apache/pulsar-test-infra,,,,,
apache/activemq-artemis-native,1.0.2,2020-06-11 20:18:43+00:00,,,
apache/commons-jelly,commons-jelly-1.0.1,2017-09-25 11:56:50+00:00,,,
apache/maven-file-management,file-management-3.0.0,2015-12-25 13:31:25+00:00,,,
apache/freemarker-generator,,,,,
apache/maven-studies,maven-wrapper-0.5.6,2019-12-04 20:50:56+00:00,,,
apache/dubbo-awesome,,,,,
apache/activemq-cli-tools,0.2.0,2020-07-21 13:34:37+00:00,,,
apache/stdcxx,4.2.1,2008-05-01 22:43:08+00:00,,,
apache/directory-buildtools,2.0.1,2021-05-16 16:34:22+00:00,,,
apache/rocketmq-cloudevents,,,,,
apache/couchdb-infra-cm,,,,,
apache/cordova-plugin-device-orientation,2.0.1,2018-04-13 19:51:03+00:00,,,
apache/metron-bro-plugin-kafka,0.3,2019-10-01 18:56:01+00:00,,,
apache/samza-beam-examples,,,,,
apache/tcl-site,,,,,
apache/cassandra-sidecar,,,,,
apache/jclouds-site,,,,,
apache/couchdb-couch-plugins,,,,,
apache/sling-org-apache-sling-i18n,org.apache.sling.i18n-2.5.18,2021-11-01 16:52:44+00:00,,,
apache/rocketmq-apis,v1.0-alpha1,2021-10-11 11:16:02+00:00,,,
apache/incubator-streampipes-examples,,,,,
apache/infrastructure-test,,,,,
apache/steve,,,,,
apache/infrastructure-roundtrip,,,,,
apache/incubator-flagon-userale-pyqt5,v0.1.5,2016-09-19 14:19:28+00:00,,,
apache/incubator-flagon-tap,v0.1,2017-01-04 13:53:16+00:00,,,
apache/incubator-flagon-stout,,,,,
apache/incubator-flagon-user-ale,v3.0.0,2015-04-17 17:37:24+00:00,,,
apache/geronimo-config,geronimo-config-1.2.2,2019-02-25 07:52:31+00:00,,,
apache/netbeans-mavenutils-nbm-shared,nb-shared-1.3,2019-05-24 15:57:55+00:00,,,
apache/netbeans-mavenutils-nb-repository-plugin,nb-repository-plugin-1.6,2020-03-10 15:41:54+00:00,,,
apache/freemarker-site,donated-to-asf,2015-09-02 00:17:41+00:00,,,
apache/netbeans-mavenutils-archetype-nbm-archetype,nbm-archetype-1.17,2019-10-10 14:23:29+00:00,,,
apache/netbeans-mavenutils-archetype-nbm-suite-root,nbm-suite-root-1.12,2019-10-10 14:21:48+00:00,,,
apache/netbeans-mavenutils-archetype-netbeans-platform-app-archetype,netbeans-platform-app-archetype-1.22,2019-10-10 14:19:52+00:00,,,
apache/netbeans-mavenutils-parent,utilities-parent-1-take2,2019-05-20 08:40:55+00:00,,,
apache/netbeans-parent,netbeans-parent-2,2019-05-10 15:07:22+00:00,,,
apache/netbeans-webskin,org-apache-netbeans-parent-1-vc1,2019-02-20 16:53:35+00:00,,,
apache/netbeans-mavenutils-nbm-maven-harness,nbm-maven-harness-12.2,2021-02-24 10:11:16+00:00,,,
apache/velocity-master,velocity-master-4,2021-02-27 09:18:30+00:00,,,
apache/uima-build-resources,rel/uima-build-resources-6,2021-02-17 17:39:25+00:00,,,
apache/geronimo-website,,,,,
apache/airflow-configure-aws-credentials,,,,,
apache/airflow-JamesIves-github-pages-deploy-action,3.7.0,2020-10-17 19:22:15+00:00,,,
apache/geronimo-jwt-auth,geronimo-jwt-auth-1.0.4,2020-11-11 20:49:09+00:00,,,
apache/incubator-liminal-site,,,,,
apache/groovy-examples,,,,,
apache/crunch,apache-crunch-1.0.0,2019-10-08 23:51:31+00:00,,,
apache/flex-blazeds,blazeds-4.7.3,2017-03-27 20:43:33+00:00,,,
apache/openoffice-mwiki,,,,,
apache/comdev-fosdem-static,,,,,
apache/river-ldj-tests,,,,,
apache/fineract-cn-command,,,,,
apache/incubator-flagon-distill,v0.1.3,2016-09-30 18:44:32+00:00,,,
apache/accumulo-classloaders,,,,,
apache/geronimo-openapi,geronimo-openapi-1.0.14,2020-11-30 10:50:43+00:00,,,
apache/logging-site,,,,,
apache/logging-log4php-site,,,,,
apache/axis-axis1-java,1.3,2012-01-07 17:15:17+00:00,,,
apache/infrastructure-reftest,,,,,
apache/openoffice-forums,,,,,
apache/airflow-cancel-workflow-runs,,,,,
apache/airflow-get-workflow-origin,,,,,
apache/airflow-label-when-approved,,,,,
apache/airflow-github-push-action,,,,,
apache/airflow-checks-action,,,,,
apache/airflow-codecov-action,,,,,
apache/camel-install-jdk,,,,,
apache/airflow-pre-commit-action,v2.0.0,2020-06-13 20:06:21+00:00,,,
apache/rya-site,,,,,
apache/couchdb-lager,2.0.2,2014-01-24 05:43:09+00:00,,,
apache/mina-vysper,0.7,2011-02-24 11:26:16+00:00,,,
apache/royale-website,,,,,
apache/juneau-petstore,,,,,
apache/incubator-nemo-website,,,,,
apache/infrastructure-site-build-test,,,,,
apache/infrastructure-cmltest1,,,,,
apache/infrastructure-footest2,,,,,
apache/fineract-cn-interoperation,,,,,
apache/mynewt-mcumgr-cli,,,,,
apache/airflow-upgrade-check,,,,,
apache/incubator-mxnet-events,,,,,
apache/mynewt-imgmod,,,,,
apache/griffin-site,,,,,
apache/ignite-php-thin-client,,,,,
apache/phoenix-omid-site,,,,,
apache/karaf-winegrower,winegrower-1.0.1,2020-11-17 17:39:49+00:00,,,
apache/uima-uimacpp,uimacpp-3.0.0-rc1,2020-01-30 22:31:51+00:00,,,
apache/geronimo-microprofile,geronimo-microprofile-1.0.2,2019-02-25 08:45:25+00:00,,,
apache/couchdb-bear,0.8.1,2013-12-12 22:18:21+00:00,,,
apache/couchdb-escodegen,v1.12.0,2019-08-13 02:08:40+00:00,,,
apache/couchdb-esprima,4.0.1,2018-06-16 14:36:29+00:00,,,
apache/couchdb-ets-lru,1.1.0,2019-02-21 22:53:32+00:00,,,
apache/couchdb-hqueue,CouchDB-1.0.1-1,2020-01-06 18:21:14+00:00,,,
apache/couchdb-khash,1.1.0,2019-02-22 17:28:00+00:00,,,
apache/couchdb-local,0.2.1,2018-08-03 06:58:24+00:00,,,
apache/couchdb-thrift-protocol,0.1.5,2020-01-18 04:37:22+00:00,,,
apache/asterixdb-bad,,,,,
apache/royale-ds,,,,,
apache/incubator-sdap-website,,,,,
apache/nifi-standard-libraries,,,,,
apache/accumulo-pig,,,,,
apache/fluo-docker,1.2.0,2018-02-27 18:57:33+00:00,,,
apache/accumulo-instamo-archetype,1.4.4,,,,
apache/cayenne-examples,,,,,
apache/accumulo-maven-plugin,rel/accumulo2-maven-plugin-1.0.0,2019-08-04 22:39:51+00:00,,,
apache/fluo-bytes,,,,,
apache/fluo-recipes,rel/fluo-recipes-1.2.0,2018-03-01 17:44:43+00:00,,,
apache/fluo-yarn,rel/fluo-yarn-1.0.0,2018-03-01 17:37:47+00:00,,,
apache/fluo-examples,,,,,
